work_id,artist_id,artist_name,work_name
wrk_9808d94417b4,art_034dac915828,"Eddie Hazel, Krunchy","Are You Experienced - Rehearsal Recording, 25 November, 1990"
wrk_d56bf9f4ec6d,art_034dac915828,"Eddie Hazel, Krunchy",I Don't Live Today
wrk_91f7a0c33709,art_034dac915828,"Eddie Hazel, Krunchy","Johhny Connellyy's Theory - Rehearsal Recording, 25 November, 1990"
wrk_74adbf605e15,art_034dac915828,"Eddie Hazel, Krunchy","Manic Depression - Rehearsal Recording, 25 November, 1990"
wrk_aa17ec97133e,art_034dac915828,"Eddie Hazel, Krunchy",Power of Soul
wrk_e70b673f67ec,art_034dac915828,"Eddie Hazel, Krunchy",Voodoo Child
wrk_5e134ff51541,art_74a3191d18fa,Enemy Squad,Anti-Prozac Baby
wrk_85a41aec1702,art_74a3191d18fa,Enemy Squad,Bob Dole Is on Drugs
wrk_fa57127da8e6,art_74a3191d18fa,Enemy Squad,Bob Dole Is on Drugs / If It Fits
wrk_6444c3061606,art_74a3191d18fa,Enemy Squad,Flip The Script (Reprise)
wrk_7aa20710eb97,art_74a3191d18fa,Enemy Squad,If It Fits (Do U Swear It?)
wrk_c45299518437,art_74a3191d18fa,Enemy Squad,Jupiter
wrk_1e81634c591e,art_74a3191d18fa,Enemy Squad,Love War (Interlude)
wrk_5665a6d77754,art_74a3191d18fa,Enemy Squad,Prankster Boogie
wrk_57bb627617db,art_74a3191d18fa,Enemy Squad,Return of the Swamp Thang
wrk_a3b585f28a6f,art_74a3191d18fa,Enemy Squad,Return of the Swamp Thang / Prankster Boogie
wrk_a208893376c5,art_74a3191d18fa,Enemy Squad,Sticky Liquid Funk
wrk_d30f34c6d841,art_74a3191d18fa,Enemy Squad,Trick Chick Jane
wrk_623f3e026318,art_74a3191d18fa,Enemy Squad,United State Of A...Mind
wrk_daa4076a7914,art_74a3191d18fa,Enemy Squad,United State Of... Mind
wrk_b98fe8427967,art_74a3191d18fa,Enemy Squad,We're On $um Other Shit
wrk_7b52e7b3f578,art_74a3191d18fa,Enemy Squad,Welcome To The Millennium
wrk_7d0f23571abc,art_74a3191d18fa,Enemy Squad,Yeah The World Is On Drugz
wrk_0a6c69ee06d3,art_455630f166fa,Eramus Hall,
wrk_82266976897b,art_455630f166fa,Eramus Hall,"Checkin' You, Checkin' Yourself Out"
wrk_e50c6573a37b,art_455630f166fa,Eramus Hall,Freaky But Sneaky
wrk_bf3bc9930732,art_455630f166fa,Eramus Hall,Gohead
wrk_3440426f3848,art_455630f166fa,Eramus Hall,I Can't Keep My Head (I Always Lose It To You)
wrk_663a719d7322,art_455630f166fa,Eramus Hall,I Can't Keep My Head (I Always Lose It To You) [Reprise in Spanish]
wrk_08eeef0c513a,art_455630f166fa,Eramus Hall,Keep Me Burnin'
wrk_f1317257b8e3,art_455630f166fa,Eramus Hall,Stir It Up
wrk_b2cbe4dd8c7c,art_455630f166fa,Eramus Hall,Stuck In The Mud
wrk_1fac8b69534b,art_455630f166fa,Eramus Hall,Will You Love Me? (The Same Way Tomorrow)
wrk_dc007425e1d8,art_163c45cb6ea8,F.F.F.,
wrk_6a3847f4fb5f,art_163c45cb6ea8,F.F.F.,AC2N (Acid Rain)
wrk_2f308570b1a0,art_163c45cb6ea8,F.F.F.,Blast Culture
wrk_0d9d0ba84e19,art_163c45cb6ea8,F.F.F.,Devil In Me
wrk_a5d28e955302,art_163c45cb6ea8,F.F.F.,Doctor Love
wrk_f8089c6734cc,art_163c45cb6ea8,F.F.F.,Kamarad
wrk_ca8bf994f526,art_163c45cb6ea8,F.F.F.,La Complainte Du Plombier
wrk_c07a8f82db60,art_163c45cb6ea8,F.F.F.,Mama Fonck
wrk_36641a40fe24,art_163c45cb6ea8,F.F.F.,Maman Krie
wrk_da882f3c24f1,art_163c45cb6ea8,F.F.F.,Marco
wrk_b1ab54476819,art_163c45cb6ea8,F.F.F.,New Funk Generation
wrk_7fdc70b4aa73,art_163c45cb6ea8,F.F.F.,Requiem Pour Un Con
wrk_47d277d8c6fd,art_163c45cb6ea8,F.F.F.,Santa Claus
wrk_920fe4141a0a,art_163c45cb6ea8,F.F.F.,Tout Pour Le Kifff
wrk_dd54ff486cea,art_163c45cb6ea8,F.F.F.,Trash A Muffin
wrk_919dd7621f3e,art_85a0824fc7ae,Fishbone,
wrk_3cece11945a7,art_85a0824fc7ae,Fishbone,Last Call in America
wrk_df262899c48d,art_52f0cef7d8f8,Flaming Embers,Hey Mama (What'cha Got Good For Daddy) / Let's Have A Love In
wrk_5b4cd5f3adf5,art_206db11b2307,Flying Lotus,
wrk_bf480a530c5d,art_206db11b2307,Flying Lotus,Burning Down the House
wrk_febc422a8b62,art_67ea620c1163,Frankie Kash Waddy,Ka$h Up Front
wrk_5008c69036ac,art_78e013368316,Fred Wesley,
wrk_4a9ff322848d,art_d78cea1bcb92,Fred Wesley & The Horny Horns,
wrk_9665a27215a4,art_a87cb9342161,"Fred Wesley & The Horny Horns, Maceo Parker, Mike E. Clark",Four Play (feat. Maceo Parker)
wrk_d59d24883529,art_a87cb9342161,"Fred Wesley & The Horny Horns, Maceo Parker, Mike E. Clark",Up for the Down Stroke (feat. Maceo Parker)
wrk_3521e851b0ce,art_b39becf8f165,Fred Wesley And The Horny Horns,A Blow for Me A Toot for You
wrk_aa988cc68ed2,art_b39becf8f165,Fred Wesley And The Horny Horns,A Blow For Me A Toot To You
wrk_bc2ab0f67ae5,art_b39becf8f165,Fred Wesley And The Horny Horns,Between Two Sheets
wrk_8b9d4101a5a9,art_b39becf8f165,Fred Wesley And The Horny Horns,Circular Motion
wrk_fde15fa1d126,art_b39becf8f165,Fred Wesley And The Horny Horns,Four Play
wrk_1129da91d778,art_b39becf8f165,Fred Wesley And The Horny Horns,Half a Man
wrk_7f368ea197ba,art_b39becf8f165,Fred Wesley And The Horny Horns,Just Like You
wrk_cd20a229472a,art_b39becf8f165,Fred Wesley And The Horny Horns,Mr. Melody Man
wrk_44a6ed9161d7,art_b39becf8f165,Fred Wesley And The Horny Horns,Peace Fugue
wrk_24bb658b33a8,art_b39becf8f165,Fred Wesley And The Horny Horns,Say Blow By Blow Backwards
wrk_88966a582c4a,art_b39becf8f165,Fred Wesley And The Horny Horns,The Final Blow
wrk_0797538c1f34,art_b39becf8f165,Fred Wesley And The Horny Horns,Up For The Down Stroke
wrk_17b29f822324,art_b39becf8f165,Fred Wesley And The Horny Horns,We Came to Funk Ya
wrk_2d210b5a10b4,art_b39becf8f165,Fred Wesley And The Horny Horns,When In Doubt: Vamp
wrk_2dc4fbfe0831,art_785e486ceb8f,Freekbass,
wrk_d96f005f50ef,art_785e486ceb8f,Freekbass,Big Bang Bionic
wrk_d7ac8f53e9a3,art_785e486ceb8f,Freekbass,Body Good
wrk_e4063ced86cd,art_785e486ceb8f,Freekbass,Critical Condition
wrk_8ea9079a4c9e,art_785e486ceb8f,Freekbass,Get It Go
wrk_758738e9b04d,art_785e486ceb8f,Freekbass,Ghost Of Temptation
wrk_6457f16480ec,art_785e486ceb8f,Freekbass,Higher
wrk_5a45221bb162,art_785e486ceb8f,Freekbass,Junkyard Waltz
wrk_1ce62300a596,art_785e486ceb8f,Freekbass,Pretty Heavy Balance
wrk_a779ff020224,art_785e486ceb8f,Freekbass,TV In My Head
wrk_e04b83655730,art_785e486ceb8f,Freekbass,Twilight Zone
wrk_6b5fce9e8f33,art_785e486ceb8f,Freekbass,X-Ray Vision
wrk_030f67c254bd,art_7996decd6b6b,Frogg,Bang On The Noggin'
wrk_37933541d4e3,art_7996decd6b6b,Frogg,Basehead Rights
wrk_c34f98e36f1b,art_7996decd6b6b,Frogg,Bud Vs Yayo
wrk_d30a8872a39f,art_7996decd6b6b,Frogg,Bullet Rash
wrk_5f58e383a9da,art_7996decd6b6b,Frogg,Down Down Baby
wrk_c498fd82e91d,art_7996decd6b6b,Frogg,Flytrap
wrk_286e8b6936b1,art_7996decd6b6b,Frogg,Froggadelic
wrk_6b5907225329,art_7996decd6b6b,Frogg,Froggisms
wrk_eee1a4b44a7a,art_7996decd6b6b,Frogg,Head Up
wrk_b95eba9b525d,art_7996decd6b6b,Frogg,Hood Hoppin'
wrk_faa0c6ab5975,art_7996decd6b6b,Frogg,Mack Pains
wrk_2689f114aca7,art_7996decd6b6b,Frogg,Move Dat MC Away
wrk_221fb43900df,art_7996decd6b6b,Frogg,Party On!
wrk_555349811757,art_7996decd6b6b,Frogg,Ruler Of The Underground
wrk_85893478af00,art_7996decd6b6b,Frogg,What You See
wrk_b962a39e47e7,art_7996decd6b6b,Frogg,Where Have You Been?
wrk_be3ba9dfa407,art_7996decd6b6b,Frogg,You Want It You Got It
wrk_23f45e5a8f2b,art_22cf682205a2,Froggy Fresh,
wrk_9ad900502cff,art_34713bcaab05,Funk Kin,Crazy Crush
wrk_42032eb05aac,art_34713bcaab05,Funk Kin,End Lude
wrk_5e5ca25e151e,art_34713bcaab05,Funk Kin,Funk Done Gone Hip-Hop
wrk_d99d9170125d,art_34713bcaab05,Funk Kin,Funk Kin
wrk_e4c918673f2b,art_34713bcaab05,Funk Kin,It's On
wrk_c009fc89ac78,art_34713bcaab05,Funk Kin,Know 'bout the Funk
wrk_662237b2df16,art_34713bcaab05,Funk Kin,Lude
wrk_274ba01c3e81,art_34713bcaab05,Funk Kin,Off The Hook
wrk_6ed021f03597,art_34713bcaab05,Funk Kin,U Don't Have To Cry
wrk_27e3d5a95a60,art_d2906652eb5d,Funkadelic,
wrk_caeb81b27967,art_d2906652eb5d,Funkadelic,(Not Just) Knee Deep
wrk_2e87df7b37ea,art_d2906652eb5d,Funkadelic,2 Dollars & 2 Dimes
wrk_c7720ad1fce7,art_d2906652eb5d,Funkadelic,[SINGLE] Ain't That Funkin' Kinda Hard on You? (We Ain't Neva Gonna Stop Remix) [feat. Kendrick Lamar & Ice Cube]
wrk_8b6f55253193,art_d2906652eb5d,Funkadelic,A Joyful Process
wrk_9259f3ecc3b6,art_d2906652eb5d,Funkadelic,Adolescent Funk
wrk_f4efc617201a,art_d2906652eb5d,Funkadelic,Ain't That Funkin' Kinda Hard on You?
wrk_d6702256c417,art_d2906652eb5d,Funkadelic,Alice in My Fantasies
wrk_4a96640ba5d3,art_d2906652eb5d,Funkadelic,America Eats Its Young
wrk_337c52bbb2ed,art_d2906652eb5d,Funkadelic,As In
wrk_69d567dbc2df,art_d2906652eb5d,Funkadelic,As In (feat. Jessica Cleaves)
wrk_0781d7a5b74a,art_d2906652eb5d,Funkadelic,Atmosphere
wrk_31b6c3e975f8,art_d2906652eb5d,Funkadelic,Baby I Owe You Something Good
wrk_793d36bfab98,art_d2906652eb5d,Funkadelic,Baby Like Fonkin' It Up
wrk_b1b11a500f60,art_d2906652eb5d,Funkadelic,Back In Our Minds
wrk_3ed0f8f9e5f6,art_d2906652eb5d,Funkadelic,Balance
wrk_56adbada8b82,art_d2906652eb5d,Funkadelic,Be My Beach
wrk_10b5c6ae03aa,art_d2906652eb5d,Funkadelic,Be My Beach (Mophono & Tom Thump)
wrk_c3fa1a00ab2c,art_d2906652eb5d,Funkadelic,Bernadette
wrk_9f68f73e2ba8,art_d2906652eb5d,Funkadelic,Better By The Pound
wrk_85ce99ac155a,art_d2906652eb5d,Funkadelic,Better By The Pound / Stuffs And Things
wrk_241ce9c1490c,art_d2906652eb5d,Funkadelic,Biological Speculation
wrk_b61a0d95898c,art_d2906652eb5d,Funkadelic,Boom There We Go Again
wrk_26bc54027398,art_d2906652eb5d,Funkadelic,Brettino's Bounce
wrk_11c21dcee1f3,art_d2906652eb5d,Funkadelic,Butt-to-Buttresuscitation
wrk_2843bd1a4f9d,art_d2906652eb5d,Funkadelic,By Way Of The Drum
wrk_b453ece2bfa8,art_d2906652eb5d,Funkadelic,By Way of the Drum (Acappella)
wrk_8007c083b655,art_d2906652eb5d,Funkadelic,By Way of the Drum (Basstrumental)
wrk_b76f0e75187f,art_d2906652eb5d,Funkadelic,Call the Doctor
wrk_37fa4259c961,art_d2906652eb5d,Funkadelic,Can You Get To That
wrk_e8202b82a4af,art_d2906652eb5d,Funkadelic,Can You Get To That / Back In Our Minds
wrk_961dfa35a8f5,art_d2906652eb5d,Funkadelic,Can't Shake It Loose
wrk_027b3c305751,art_d2906652eb5d,Funkadelic,Can't Shake It Loose / As Good As I Can Feel
wrk_24dd9a416025,art_d2906652eb5d,Funkadelic,Can't Stand the Strain
wrk_2930acc17b66,art_d2906652eb5d,Funkadelic,Catchin' Boogie Fever
wrk_6be3a8af29fe,art_d2906652eb5d,Funkadelic,Cholly (Funk Gettin' Ready To Roll)
wrk_7115882f6164,art_d2906652eb5d,Funkadelic,Cholly (Funk Getting Ready to Roll!)
wrk_94feb8d76cf7,art_d2906652eb5d,Funkadelic,Come Back
wrk_9febddc5859d,art_d2906652eb5d,Funkadelic,Comin' Round the Mountain
wrk_8655b2f2b2e3,art_d2906652eb5d,Funkadelic,Connections & Disconnections
wrk_1155450b2113,art_d2906652eb5d,Funkadelic,Connections and Disconnections
wrk_7d33d1065d67,art_d2906652eb5d,Funkadelic,Contusion
wrk_9a9320a70e7e,art_d2906652eb5d,Funkadelic,Cosmic Slop
wrk_291b34480d06,art_d2906652eb5d,Funkadelic,Cosmic Slop / If You Don't Like The Effect Don't Produce The Cause
wrk_747a3f03d104,art_d2906652eb5d,Funkadelic,Creases
wrk_5ebcb391b335,art_d2906652eb5d,Funkadelic,Creases (feat. Del the Funky Homosapien)
wrk_e0a3587dbb03,art_d2906652eb5d,Funkadelic,Dipety Dipety Doo Stop the Violence
wrk_ad4fc22deba7,art_d2906652eb5d,Funkadelic,Dirty Queen
wrk_5ee9af74c502,art_d2906652eb5d,Funkadelic,Dirty Queen (feat. God's Weapon)
wrk_95e95bee317a,art_d2906652eb5d,Funkadelic,Electro-Cuties
wrk_6556f71fa7ac,art_d2906652eb5d,Funkadelic,Eulogy and Light
wrk_a2367234cc3a,art_d2906652eb5d,Funkadelic,Everybody Is Going to Make It This Time
wrk_85ebc3616fc5,art_d2906652eb5d,Funkadelic,Field Maneuvers
wrk_52031e130640,art_d2906652eb5d,Funkadelic,First Ya Gotta Shake The Gate
wrk_8e004ae91532,art_d2906652eb5d,Funkadelic,"Fish, Chips and Sweat"
wrk_cee66916e461,art_d2906652eb5d,Funkadelic,Foot Soldiers (Star-Spangled Funky)
wrk_0cc366abe45e,art_d2906652eb5d,Funkadelic,Freak of the Week
wrk_7deb882ad321,art_d2906652eb5d,Funkadelic,Freaks Bearing Gifts
wrk_119c77e9d456,art_d2906652eb5d,Funkadelic,Free Your Mind and Your Ass Will Follow
wrk_3705ca4c4770,art_d2906652eb5d,Funkadelic,Free Your Mind...And Your Ass Will Follow
wrk_87846f5a1f8d,art_d2906652eb5d,Funkadelic,"Friday Night, August 14th"
wrk_cc66f2ae7b0d,art_d2906652eb5d,Funkadelic,Fucked Up
wrk_2af4573e4d40,art_d2906652eb5d,Funkadelic,Funk Gets Stronger
wrk_009db576a4fe,art_d2906652eb5d,Funkadelic,Funk Gets Stronger Part 1
wrk_46236fcd715b,art_d2906652eb5d,Funkadelic,Funkadelic
wrk_fe2a363786bf,art_d2906652eb5d,Funkadelic,Funkadelic's Greatest Hits
wrk_31ee52b0f734,art_d2906652eb5d,Funkadelic,Funky Dollar Bill
wrk_8eabd73323cc,art_d2906652eb5d,Funkadelic,Get Low
wrk_c63e724a2b68,art_d2906652eb5d,Funkadelic,Get Off Your Ass And Jam
wrk_2063eff4b06d,art_d2906652eb5d,Funkadelic,Good Old Music
wrk_600cc385f2a0,art_d2906652eb5d,Funkadelic,Good Thoughts Bad Thoughts
wrk_e001cb243f3e,art_d2906652eb5d,Funkadelic,"Good Thoughts, Bad Thoughts"
wrk_676e68ac80e0,art_d2906652eb5d,Funkadelic,Good To Your Earhole
wrk_95f16a546e08,art_d2906652eb5d,Funkadelic,Groovallegiance
wrk_13f6ae7b0dc1,art_d2906652eb5d,Funkadelic,Hardcore Jollies
wrk_f2956e67f13c,art_d2906652eb5d,Funkadelic,Heart Trouble
wrk_daac031a4935,art_d2906652eb5d,Funkadelic,Hit It And Quit It
wrk_ba742571e5b2,art_d2906652eb5d,Funkadelic,Hit It And Quit It / A Whole Lot Of BS
wrk_bce50671f154,art_d2906652eb5d,Funkadelic,Holly Wants to Go to California
wrk_ce88c82863ed,art_d2906652eb5d,Funkadelic,How Do Yeaw View You?
wrk_b227151cca7b,art_d2906652eb5d,Funkadelic,I Bet You
wrk_5f63d6bf5476,art_d2906652eb5d,Funkadelic,I Call My Baby Pussycat
wrk_f50028fb255b,art_d2906652eb5d,Funkadelic,I Got A Thing You Got A Thing Everybody's Got A Thing / Fish Chips And Sweat
wrk_e107cb713eb4,art_d2906652eb5d,Funkadelic,"I Got a Thing, You Got a Thing, Everybody's Got a Thing"
wrk_725b3c2a1648,art_d2906652eb5d,Funkadelic,I Mo B Yodog Fo Eva
wrk_5bfe02ef94d9,art_d2906652eb5d,Funkadelic,I Wanna Know If It's Good To You
wrk_0d82b9f1de02,art_d2906652eb5d,Funkadelic,I Wanna Know If It's Good To You / I Wanna Know If It's Good To You (instr.)
wrk_fae521594870,art_d2906652eb5d,Funkadelic,I Wanna Know If It's Good to You?
wrk_49eee9d3b27f,art_d2906652eb5d,Funkadelic,I'll Bet You
wrk_acc591e1026e,art_d2906652eb5d,Funkadelic,I'll Bet You / Open Our Eyes
wrk_660e52cbb896,art_d2906652eb5d,Funkadelic,I'll Bet You / Qualify And Satisfy
wrk_cee17bc94e98,art_d2906652eb5d,Funkadelic,I'll Stay
wrk_784014e7cc35,art_d2906652eb5d,Funkadelic,I'm Never Gonna Tell It
wrk_fc5d0a7c9be2,art_d2906652eb5d,Funkadelic,Icka Prick
wrk_9f7c457e0d67,art_d2906652eb5d,Funkadelic,If I Didn't Love You
wrk_aaa6af9ab8a1,art_d2906652eb5d,Funkadelic,"If You Don't Like the Effects, Don't Produce the Cause"
wrk_3fb7d8518578,art_d2906652eb5d,Funkadelic,If You Got Funk You Got Style
wrk_2e3c742bca56,art_d2906652eb5d,Funkadelic,In da Kar
wrk_1bc91ebb2862,art_d2906652eb5d,Funkadelic,Into You
wrk_82b4113ddb63,art_d2906652eb5d,Funkadelic,Jimmy's Got a Little Bit of Bitch in Him
wrk_b2275afe0a07,art_d2906652eb5d,Funkadelic,Jolene
wrk_484e0738124e,art_d2906652eb5d,Funkadelic,Jugular
wrk_cc44f352713d,art_d2906652eb5d,Funkadelic,Knee Deep
wrk_6a959fd5a14c,art_d2906652eb5d,Funkadelic,Let's Make It Last
wrk_6155af8791dc,art_d2906652eb5d,Funkadelic,Let's Take It to the People
wrk_4a305fd4fabd,art_d2906652eb5d,Funkadelic,Let's Take It to the Stage
wrk_ac1d33bd4ecb,art_d2906652eb5d,Funkadelic,Let's Take It To The Stage / Biological Speculation
wrk_99e7876bf167,art_d2906652eb5d,Funkadelic,Live: Meadowbrook Rochester Michigan - 12th September 1971
wrk_29f68cd25e07,art_d2906652eb5d,Funkadelic,Livin' The Life
wrk_337f389d368e,art_d2906652eb5d,Funkadelic,Looking Back At You
wrk_eae9bb1eb62e,art_d2906652eb5d,Funkadelic,Loose Booty
wrk_e11fe83dd225,art_d2906652eb5d,Funkadelic,Loose Booty / A Joyful Process
wrk_2522157d74a9,art_d2906652eb5d,Funkadelic,Lunchmeataphobia (Think! It Ain't Illegal Yet!)
wrk_8dd8f193b435,art_d2906652eb5d,Funkadelic,Maggot Brain
wrk_adf79e047f4c,art_d2906652eb5d,Funkadelic,Maggot Brain/Chant (Think It Ain't Illegal Yet!)
wrk_2e10d912b358,art_d2906652eb5d,Funkadelic,Magnififunk
wrk_965b85ab19e7,art_d2906652eb5d,Funkadelic,March to the Witch's Castle
wrk_c0cffaad7a19,art_d2906652eb5d,Funkadelic,Mathematics of Love
wrk_ded333cbfe03,art_d2906652eb5d,Funkadelic,Meow Meow
wrk_c3bb72239c08,art_d2906652eb5d,Funkadelic,Miss Lucifer's Love
wrk_b93be71d5aa8,art_d2906652eb5d,Funkadelic,"Mommy, What's a Funkadelic?"
wrk_1746e72b0865,art_d2906652eb5d,Funkadelic,Music 4 My Mother
wrk_47db882017ef,art_d2906652eb5d,Funkadelic,Music for My Mother
wrk_5c34c7fcffeb,art_d2906652eb5d,Funkadelic,Music For My Mother / Music For My Mother (instr.)
wrk_af2cade365e3,art_d2906652eb5d,Funkadelic,Music For Your Mother
wrk_9b3b3dc1f39c,art_d2906652eb5d,Funkadelic,Nappy Dugout
wrk_b53986217fdc,art_d2906652eb5d,Funkadelic,No Compute
wrk_a8d941f4459f,art_d2906652eb5d,Funkadelic,No Head No Backstage Pass
wrk_92027f8122d7,art_d2906652eb5d,Funkadelic,"No Head, No Backstage Pass"
wrk_377a09712bf4,art_d2906652eb5d,Funkadelic,Nose Bleed
wrk_20d2344d8aa7,art_d2906652eb5d,Funkadelic,Not Your Average Rapper
wrk_a221874281e6,art_d2906652eb5d,Funkadelic,Nuclear Dog Part II
wrk_fdea11b28501,art_d2906652eb5d,Funkadelic,Nuclear Dog Part II (feat. Blackbyrd McKnight)
wrk_7049c836c6ed,art_d2906652eb5d,Funkadelic,"Oh, I"
wrk_13d950e71c13,art_d2906652eb5d,Funkadelic,Old Fool
wrk_a5e5384170f0,art_d2906652eb5d,Funkadelic,One Nation Under a Groove
wrk_a11dd4b04b2b,art_d2906652eb5d,Funkadelic,One Nation Under A Groove / One Nation Under A Groove pt. 2
wrk_6f915c43ec5f,art_d2906652eb5d,Funkadelic,P.E. Squad/Doo Doo Chasers
wrk_4fcdba86619c,art_d2906652eb5d,Funkadelic,Philmore
wrk_bbe11dcb7192,art_d2906652eb5d,Funkadelic,Phunklords
wrk_0d77042ff7af,art_d2906652eb5d,Funkadelic,Pole Power
wrk_bd1efcad5488,art_d2906652eb5d,Funkadelic,Primal Instinct
wrk_9e54dabe5f9a,art_d2906652eb5d,Funkadelic,Promentalshitbackwashpsychosis Enema Squad (The Doo Doo Chasers)
wrk_9e716ced8353,art_d2906652eb5d,Funkadelic,Pussy
wrk_e98ea4e2c4a6,art_d2906652eb5d,Funkadelic,Qualify and Satisfy
wrk_99ce0b038284,art_d2906652eb5d,Funkadelic,Radio Friendly
wrk_0bdc4ad38cb1,art_d2906652eb5d,Funkadelic,Red Hot Mama
wrk_e37b7a57f36d,art_d2906652eb5d,Funkadelic,Red Hot Mamma
wrk_1c1939b73e6b,art_d2906652eb5d,Funkadelic,Red Hot Mamma / Vital Juices
wrk_34d24a00118a,art_d2906652eb5d,Funkadelic,Red Hot Momma
wrk_0cde02d1d349,art_d2906652eb5d,Funkadelic,Reworked by Detroiters
wrk_b266472d8286,art_d2906652eb5d,Funkadelic,Roller Rink
wrk_4ca02313a57b,art_d2906652eb5d,Funkadelic,Sexy Ways
wrk_cb0ae2cc6678,art_d2906652eb5d,Funkadelic,Sexy Ways (Recloose Disco Flip)
wrk_621b9f6ef0bf,art_d2906652eb5d,Funkadelic,Shockwaves
wrk_ae7338c08f58,art_d2906652eb5d,Funkadelic,Slide on In (2nd Olympic Tune)
wrk_518bc057cb5f,art_d2906652eb5d,Funkadelic,Smokey
wrk_03d7d9fd9b6a,art_d2906652eb5d,Funkadelic,Snot n' Booger
wrk_cc2eecae8bfb,art_d2906652eb5d,Funkadelic,Some Fresh Delic
wrk_9353cea41cff,art_d2906652eb5d,Funkadelic,Some More
wrk_8ab567c3a0f3,art_d2906652eb5d,Funkadelic,Soul Mate
wrk_dc2f0ec98190,art_d2906652eb5d,Funkadelic,Standing On The Verge
wrk_bc0135ef6d09,art_d2906652eb5d,Funkadelic,Standing on the Verge of Getting It On
wrk_61b83851076f,art_d2906652eb5d,Funkadelic,Standing On The Verge Of Getting It On / Jimmy's Got A Little Bit Of Bitch In Him
wrk_35e88eca9e10,art_d2906652eb5d,Funkadelic,Stink Finger
wrk_675016fdddff,art_d2906652eb5d,Funkadelic,Stuffs And Things
wrk_91c220568e6d,art_d2906652eb5d,Funkadelic,Sunshine of Your Love
wrk_b31889e90c9f,art_d2906652eb5d,Funkadelic,Super Stupid
wrk_54d3afb208f1,art_d2906652eb5d,Funkadelic,Take Your Dead Ass Home
wrk_09fe90b12ed1,art_d2906652eb5d,Funkadelic,Take Your Dead Ass Home! (Say Som'n Nasty)
wrk_87b37be8f0fd,art_d2906652eb5d,Funkadelic,Tales of Kidd Funkadelic
wrk_c39b3e1d8eef,art_d2906652eb5d,Funkadelic,Tales of Kidd Funkadelic (Opusdelite Years)
wrk_889655368946,art_d2906652eb5d,Funkadelic,Talk About Jesus
wrk_f026201dfd52,art_d2906652eb5d,Funkadelic,Talking to the Wall
wrk_b1d8cbe561b5,art_d2906652eb5d,Funkadelic,That Was My Girl
wrk_9e6ee9825a74,art_d2906652eb5d,Funkadelic,The Best of the Early Years Vol. 1
wrk_45d03de15aef,art_d2906652eb5d,Funkadelic,The Electric Spanking of War Babies
wrk_f0aa0b933995,art_d2906652eb5d,Funkadelic,The Goose That Laid the Golden Egg
wrk_1b6f55b41e5c,art_d2906652eb5d,Funkadelic,The Naz
wrk_8e64edd3f040,art_d2906652eb5d,Funkadelic,The Naz (feat. Sly Stone)
wrk_6d966a5afc9d,art_d2906652eb5d,Funkadelic,The Song Is Familiar
wrk_38a7800657ba,art_d2906652eb5d,Funkadelic,The Wall
wrk_233a1f6f78a2,art_d2906652eb5d,Funkadelic,The Witch
wrk_7446ae93ef7d,art_d2906652eb5d,Funkadelic,This Broken Heart
wrk_c58fdd175c73,art_d2906652eb5d,Funkadelic,Toys
wrk_99c3a3919647,art_d2906652eb5d,Funkadelic,Trash A-Go-Go
wrk_0a2443875030,art_d2906652eb5d,Funkadelic,Trash-A-Go-Go
wrk_0a9f5dfb7630,art_d2906652eb5d,Funkadelic,Uncle Jam
wrk_a49aad8151a7,art_d2906652eb5d,Funkadelic,Uncle Jam Wants You
wrk_5b1e8af606b9,art_d2906652eb5d,Funkadelic,Undisco Kidd
wrk_b4016c22d6e3,art_d2906652eb5d,Funkadelic,Undisco Kidd / How Do Yeaw View You
wrk_ae91a504c64e,art_d2906652eb5d,Funkadelic,Vampy Funky Bernie (3rd Tune Olympic)
wrk_82f13676889a,art_d2906652eb5d,Funkadelic,Wake Up
wrk_faa0df397efd,art_d2906652eb5d,Funkadelic,Wars Of Armageddon
wrk_44a52261f8fa,art_d2906652eb5d,Funkadelic,Wars of Armegeddon
wrk_9b2789343da4,art_d2906652eb5d,Funkadelic,We Hurt Too
wrk_c80b9be6a025,art_d2906652eb5d,Funkadelic,What Is Soul
wrk_d40ba7022de8,art_d2906652eb5d,Funkadelic,Where Would I Go?
wrk_a043625aa01f,art_d2906652eb5d,Funkadelic,Who Says a Funk Band Can't Play Rock?!
wrk_d4f51b0f8c11,art_d2906652eb5d,Funkadelic,Who's a Funkadelic
wrk_824f2ecdbfe5,art_d2906652eb5d,Funkadelic,YaDaDaDa
wrk_4756579bd70a,art_d2906652eb5d,Funkadelic,Yellow Light
wrk_c1dd06ee8ad4,art_d2906652eb5d,Funkadelic,Yesterdejavu
wrk_1eff0239f699,art_d2906652eb5d,Funkadelic,You And Your Folks
wrk_d0c549867bca,art_d2906652eb5d,Funkadelic,You And Your Folks Me And My Folks / Funky Dollar Bill
wrk_639ea540f96a,art_d2906652eb5d,Funkadelic,"You And Your Folks, Me And My Folks"
wrk_1565d21aa576,art_d2906652eb5d,Funkadelic,You Can't Miss What You Can't Measure
wrk_404d15731645,art_d2906652eb5d,Funkadelic,You Can't Unring the Bell
wrk_87ed9786705d,art_d2906652eb5d,Funkadelic,You Hit the Nail on the Head
wrk_ea6ba5d5d987,art_d2906652eb5d,Funkadelic,You Scared the Lovin' Outta Me
wrk_2b7495d992a1,art_d2906652eb5d,Funkadelic,You'll Like It Too
